fileName,deviceName,startDateTime,modifiedOn,message,status,Root_cause_of_failure,Action_taken_to_solve,Exception_Type
Untitled,DESKTOP-56OTK9I,2021-09-28T07:43:09.765567100Z,2021-09-28T07:43:11.261639700Z,"{message:User not logged into the machine.,details:This may be due to multiple reasons.\n\n1. Check that your username and domain name is correct in the provided device login credentials.\n2. Login into the machine as that user before running the bot.\n3. Some other user may have logged into the machine.\n\n\n\nIf you continue to see this message, please contact your system administrator.,correctiveAction:,code:user.not.logged.in}",DEPLOY_FAILED,User account issue,Reset the password on machine log-in details,System exception
Untitled,DESKTOP-56OTK9I,2021-09-28T07:42:10.719398100Z,2021-09-28T07:42:11.813789800Z,"{message:User not logged into the machine.,details:This may be due to multiple reasons.\n\n1. Check that your username and domain name is correct in the provided device login credentials.\n2. Login into the machine as that user before running the bot.\n3. Some other user may have logged into the machine.\n\n\n\nIf you continue to see this message, please contact your system administrator.,correctiveAction:,code:user.not.logged.in}",DEPLOY_FAILED,User account issue,Reset the password on machine log-in details,System exception
rpa challenge assignment,DESKTOP-56OTK9I,2021-09-28T05:58:47.646860500Z,2021-09-28T05:58:48.832558900Z,"{message:User not logged into the machine.,details:This may be due to multiple reasons.\n\n1. Check that your username and domain name is correct in the provided device login credentials.\n2. Login into the machine as that user before running the bot.\n3. Some other user may have logged into the machine.\n\n\n\nIf you continue to see this message, please contact your system administrator.,correctiveAction:,code:user.not.logged.in}",DEPLOY_FAILED,User account issue,Reset the password on machine log-in details,System exception
rpa challenge assignment,DESKTOP-56OTK9I,2021-09-28T05:57:29.306499300Z,2021-09-28T05:57:31.003977800Z,"{message:User not logged into the machine.,details:This may be due to multiple reasons.\n\n1. Check that your username and domain name is correct in the provided device login credentials.\n2. Login into the machine as that user before running the bot.\n3. Some other user may have logged into the machine.\n\n\n\nIf you continue to see this message, please contact your system administrator.,correctiveAction:,code:user.not.logged.in}",DEPLOY_FAILED,User account issue,Reset the password on machine log-in details,System exception
rpa challenge assignment,DESKTOP-56OTK9I,2021-09-28T05:56:43.530578Z,2021-09-28T05:56:44.489756600Z,"{message:User not logged into the machine.,details:This may be due to multiple reasons.\n\n1. Check that your username and domain name is correct in the provided device login credentials.\n2. Login into the machine as that user before running the bot.\n3. Some other user may have logged into the machine.\n\n\n\nIf you continue to see this message, please contact your system administrator.,correctiveAction:,code:user.not.logged.in}",DEPLOY_FAILED,User account issue,Reset the password on machine log-in details,System exception
rpa challenge assignment,DESKTOP-56OTK9I,2021-09-28T05:56:11.796004600Z,2021-09-28T05:56:12.967176400Z,"{message:User not logged into the machine.,details:This may be due to multiple reasons.\n\n1. Check that your username and domain name is correct in the provided device login credentials.\n2. Login into the machine as that user before running the bot.\n3. Some other user may have logged into the machine.\n\n\n\nIf you continue to see this message, please contact your system administrator.,correctiveAction:,code:user.not.logged.in}",DEPLOY_FAILED,User account issue,Reset the password on machine log-in details,System exception
rpa challenge assignment,DESKTOP-56OTK9I,1970-01-01T00:00:00Z,2021-09-28T05:48:39.978341700Z,"{message:User not logged into the machine.,details:This may be due to multiple reasons.\n\n1. Check that your username and domain name is correct in the provided device login credentials.\n2. Login into the machine as that user before running the bot.\n3. Some other user may have logged into the machine.\n\n\n\nIf you continue to see this message, please contact your system administrator.,correctiveAction:,code:user.not.logged.in}",DEPLOY_FAILED,User account issue,Reset the password on machine log-in details,System exception
rpa challenge assignment,DESKTOP-56OTK9I,1970-01-01T00:00:00Z,2021-09-28T05:49:20.343535800Z,"{message:User not logged into the machine.,details:This may be due to multiple reasons.\n\n1. Check that your username and domain name is correct in the provided device login credentials.\n2. Login into the machine as that user before running the bot.\n3. Some other user may have logged into the machine.\n\n\n\nIf you continue to see this message, please contact your system administrator.,correctiveAction:,code:user.not.logged.in}",DEPLOY_FAILED,User account issue,Reset the password on machine log-in details,System exception
rpa challenge assignment,DESKTOP-56OTK9I,2021-09-28T05:58:47.646860500Z,2021-09-28T05:58:48.832558900Z,"{message:User not logged into the machine.,details:This may be due to multiple reasons.\n\n1. Check that your username and domain name is correct in the provided device login credentials.\n2. Login into the machine as that user before running the bot.\n3. Some other user may have logged into the machine.\n\n\n\nIf you continue to see this message, please contact your system administrator.,correctiveAction:,code:user.not.logged.in}",DEPLOY_FAILED,User account issue,Reset the password on machine log-in details,System exception
TwilioIntegration,DESKTOP-MOK7P83,2021-11-08T08:30:14.039446500Z,2021-11-08T08:30:14.825836800Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
1522,DESKTOP-56OTK9I,2021-10-05T09:27:03.628748700Z,2021-10-05T09:27:05.071964400Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
1522,DESKTOP-56OTK9I,2021-10-05T09:20:34.229211600Z,2021-10-05T09:20:35.195198Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
1522,DESKTOP-56OTK9I,2021-10-05T09:13:12.229023700Z,2021-10-05T09:13:13.067256300Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
1522,DESKTOP-56OTK9I,2021-10-05T09:12:27.902489Z,2021-10-05T09:12:28.901371800Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
1522,DESKTOP-56OTK9I,2021-10-05T09:09:32.927714900Z,2021-10-05T09:09:33.569547300Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-05T07:58:14.682518700Z,2021-10-05T07:58:15.928015100Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-05T07:01:23.465521Z,2021-10-05T07:01:24.118206100Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T13:21:50.718712300Z,2021-10-04T13:21:51.063663800Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T13:17:02.287812700Z,2021-10-04T13:17:02.801655300Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T13:13:55.130699Z,2021-10-04T13:13:55.695006600Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T12:27:55.729576400Z,2021-10-04T12:27:56.024714800Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T12:27:12.009757100Z,2021-10-04T12:27:13.006257800Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T12:21:08.557402100Z,2021-10-04T12:21:08.770769800Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T12:18:50.112765400Z,2021-10-04T12:18:51.041287600Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T12:15:37.409148800Z,2021-10-04T12:15:37.861431100Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T12:14:50.210993400Z,2021-10-04T12:14:50.712386400Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
supply chain management,DESKTOP-56OTK9I,2021-10-04T12:06:54.208390300Z,2021-10-04T12:06:54.792883800Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
supply chain management,DESKTOP-56OTK9I,2021-10-04T12:06:30.654748500Z,2021-10-04T12:06:30.856200700Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
supply chain management,DESKTOP-56OTK9I,2021-10-04T12:03:57.563782300Z,2021-10-04T12:03:57.833021100Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
supply chain management,DESKTOP-56OTK9I,2021-10-04T12:03:20.136156800Z,2021-10-04T12:03:20.532571Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
supply chain management,DESKTOP-56OTK9I,2021-10-04T11:46:15.661853200Z,2021-10-04T11:46:16.196422300Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
supply chain management,DESKTOP-56OTK9I,2021-10-04T11:45:41.927420800Z,2021-10-04T11:45:43.053147900Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
supply chain management,DESKTOP-56OTK9I,2021-10-04T11:45:11.590403100Z,2021-10-04T11:45:12.106778700Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
supply chain management,DESKTOP-56OTK9I,2021-10-04T11:44:16.273091Z,2021-10-04T11:44:16.830622400Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
supply chain management,DESKTOP-56OTK9I,2021-10-04T11:43:34.066462900Z,2021-10-04T11:43:34.682041Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
supply chain management,DESKTOP-56OTK9I,2021-10-04T11:41:20.309021900Z,2021-10-04T11:41:20.455023400Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
supply chain management,DESKTOP-56OTK9I,2021-10-04T11:36:51.663714700Z,2021-10-04T11:36:52.127183300Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
supply chain management,DESKTOP-56OTK9I,2021-10-04T11:29:14.597333900Z,2021-10-04T11:29:14.927251500Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
supply chain management,DESKTOP-56OTK9I,2021-10-04T11:28:15.562221900Z,2021-10-04T11:28:15.838147900Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
supply chain management,DESKTOP-56OTK9I,2021-10-04T11:13:48.604344700Z,2021-10-04T11:13:48.891194800Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
supply chain management,DESKTOP-56OTK9I,2021-10-04T11:02:57.082172300Z,2021-10-04T11:02:57.351492800Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T10:53:25.923856100Z,2021-10-04T10:53:26.223497400Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T10:52:34.764961800Z,2021-10-04T10:52:34.949738700Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T10:26:32.273226100Z,2021-10-04T10:26:32.801658500Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T09:58:58.912077Z,2021-10-04T09:58:59.424979800Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T08:25:06.258620100Z,2021-10-04T08:25:06.705996100Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T08:24:13.371321400Z,2021-10-04T08:24:13.759770300Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T08:22:28.584642200Z,2021-10-04T08:22:28.653529500Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T08:04:13.399324200Z,2021-10-04T08:04:13.488090400Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T07:55:42.423843300Z,2021-10-04T07:55:42.510715100Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
username,DESKTOP-56OTK9I,2021-10-04T07:50:01.944742900Z,2021-10-04T07:50:02.275223500Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T07:38:06.160621100Z,2021-10-04T07:38:06.391261100Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T07:36:39.017181300Z,2021-10-04T07:36:39.332559200Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T07:34:02.214312200Z,2021-10-04T07:34:02.591070800Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T07:26:34.828934700Z,2021-10-04T07:26:34.928405700Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T07:25:48.102218900Z,2021-10-04T07:25:48.150381600Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T07:21:05.863730500Z,2021-10-04T07:21:06.607971200Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T07:20:26.809822900Z,2021-10-04T07:20:26.827860300Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T07:14:50.790487Z,2021-10-04T07:14:50.898325400Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T07:13:31.848691500Z,2021-10-04T07:13:31.878234300Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T07:12:47.525925300Z,2021-10-04T07:12:47.706169800Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T07:07:43.098694400Z,2021-10-04T07:07:43.272241900Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
supply chain management,DESKTOP-56OTK9I,2021-10-04T05:24:42.319228400Z,2021-10-04T05:24:42.654944600Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
supply chain management,DESKTOP-56OTK9I,2021-10-04T05:17:45.920928500Z,2021-10-04T05:17:45.899334Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T05:06:55.635646400Z,2021-10-04T05:06:56.582782200Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T04:48:19.343419Z,2021-10-04T04:48:19.664851400Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T04:43:53.575273200Z,2021-10-04T04:43:53.654382700Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google Chrome -assignment,DESKTOP-56OTK9I,2021-10-04T04:21:26.553344900Z,2021-10-04T04:21:26.915904800Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google Chrome -assignment,DESKTOP-56OTK9I,2021-10-04T03:50:47.756707700Z,2021-10-04T03:50:47.939060800Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google Chrome -assignment,DESKTOP-56OTK9I,2021-10-04T03:47:18.634035500Z,2021-10-04T03:47:19.516436200Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
supply chain management,DESKTOP-56OTK9I,2021-10-01T10:52:50.749541100Z,2021-10-01T10:52:50.943281400Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
rpa challenge assignment,DESKTOP-56OTK9I,2021-10-01T10:42:19.017733500Z,2021-10-01T10:42:19.210907100Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
employee data migration,DESKTOP-56OTK9I,2021-10-01T10:35:16.177028800Z,2021-10-01T10:35:16.277865800Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
employee data migration,DESKTOP-56OTK9I,2021-10-01T10:31:35.807948100Z,2021-10-01T10:31:36.384581Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
employee data migration,DESKTOP-56OTK9I,2021-10-01T10:31:05.642165Z,2021-10-01T10:31:06.398824Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
employee data migration,DESKTOP-56OTK9I,2021-10-01T10:08:17.108703200Z,2021-10-01T10:08:17.452254900Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
employee data migration,DESKTOP-56OTK9I,2021-10-01T10:06:39.674914200Z,2021-10-01T10:06:40.147405900Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
employee data migration,DESKTOP-56OTK9I,2021-10-01T10:05:11.210094200Z,2021-10-01T10:05:11.213302500Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
323321231,DESKTOP-56OTK9I,2021-10-01T09:37:26.737766700Z,2021-10-01T09:37:26.627657100Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
323321231,DESKTOP-56OTK9I,2021-10-01T09:34:32.138025Z,2021-10-01T09:34:32.750218100Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
323321231,DESKTOP-56OTK9I,2021-10-01T09:33:44.473379100Z,2021-10-01T09:33:44.954084300Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
323321231,DESKTOP-56OTK9I,2021-10-01T09:33:11.713008400Z,2021-10-01T09:33:11.994636Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
323321231,DESKTOP-56OTK9I,2021-10-01T09:23:36.848409300Z,2021-10-01T09:23:37.842999500Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
323321231,DESKTOP-56OTK9I,2021-10-01T09:22:45.879180100Z,2021-10-01T09:22:46.067527700Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
323321231,DESKTOP-56OTK9I,2021-10-01T09:21:28.553846400Z,2021-10-01T09:21:29.066169600Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T08:17:53.781418600Z,2021-10-01T08:17:54.470095400Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T08:16:41.120180700Z,2021-10-01T08:16:41.522005800Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T08:05:53.496873300Z,2021-10-01T08:05:53.840950900Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T08:05:03.859906700Z,2021-10-01T08:05:03.805053600Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T08:04:37.010079300Z,2021-10-01T08:04:37.349216100Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T07:30:37.819111800Z,2021-10-01T07:30:39.270761Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T07:00:34.001698600Z,2021-10-01T07:00:35.566717300Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T06:43:48.531406200Z,2021-10-01T06:43:50.058890100Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T06:43:17.545977100Z,2021-10-01T06:43:19.252346500Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
323321231,DESKTOP-56OTK9I,2021-10-01T06:14:30.213467500Z,2021-10-01T06:14:32.015859700Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
323321231,DESKTOP-56OTK9I,2021-10-01T06:13:56.797192700Z,2021-10-01T06:13:58.339056900Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
323321231,DESKTOP-56OTK9I,2021-10-01T05:46:24.359830700Z,2021-10-01T05:46:25.625590900Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
323321231,DESKTOP-56OTK9I,2021-10-01T05:44:03.778051400Z,2021-10-01T05:44:05.693635300Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T05:34:17.375093400Z,2021-10-01T05:34:18.783941300Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T05:31:42.932343300Z,2021-10-01T05:31:44.745832100Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T05:28:16.882619600Z,2021-10-01T05:28:18.790402200Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T05:22:31.944610200Z,2021-10-01T05:22:33.520376800Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T04:48:03.882815900Z,2021-10-01T04:48:05.073895700Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T04:47:01.093163900Z,2021-10-01T04:47:02.080506Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T04:45:51.718245600Z,2021-10-01T04:45:53.121071200Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
